parte_inclusion_digital,sexo,edad,departamento,ciudad,unidad_educativa,normalista,tecnico,licenciatura,especializacion,maestria,doctorado,otro,experiencia,tiempo_establecimiento,tiempo_establecimiento,area,curso_tecnologia,institucion,tiene_computadora,tipo_computadora,numero_computadoras,tienen_tablets,numero_tablet,origen_computadora,internet_casa,internet_movil,internet_colegio,ultima_semana_internet
Sí,Masculino,47,La Paz,El Alto,12 DE OCTUBRE TARDE,0,0,1,0,0,0,,23,Más de un año,1,Comunidad y Sociedad,1,Tics en el aula,1,Computadora portátil,2,1,1,Por cuenta propia,Sí,Sí,No,Sí
Sí,Femenino,36,La Paz,La Paz,MAX VALDIVIA,0,0,1,1,0,0,,7,Más de un año,4,Comunidad y Sociedad,1,Software libre ,1,Computadora portátil,2,1,2,Por cuenta propia,Sí,Sí,No,Sí
Sí,Masculino,46,La Paz,La Paz,ELISA DE BALLIVIAN,1,0,1,0,0,0,,20,Menos de un año,NA,Cosmos y Pensamiento,1,Tics en secundaria ,1,Computadora portátil,1,0,NA,Dotada por el ministerio,Sí,Sí,No,Sí
Sí,Masculino,50,Oruro,Oruro,LA SALLE TARDE,1,0,1,0,0,0,,25,Más de un año,22,Comunidad y Sociedad,1,Audacy,1,Computadora de escritorio,3,1,1,Dotada por el ministerio,Sí,Sí,Sí,Sí
Sí,Masculino,61,La Paz,El Alto,BAUTISTA SAAVEDRA,1,0,1,1,0,0,,33,Más de un año,9,"Ciencia, Tecnología y Producción",1,"RECURSOS TIC EN ÁREAS DE SABERES Y CONOCIMIENTOS MATEMÁTICA (NIVEL: 1, 2, 3)",1,Computadora portátil,1,0,NA,Dotada por el ministerio,Sí,Sí,No,Sí
Sí,Masculino,51,La Paz,La Paz,MAX VALDIVIA,0,1,0,0,0,0,,26,Más de un año,3,"Ciencia, Tecnología y Producción",1,Tics,1,Computadora de escritorio,1,1,1,Por cuenta propia,Sí,Sí,No,Sí
Sí,Masculino,40,La Paz,El Alto,SIMON BOLIVAR TARDE,0,0,0,0,1,0,,14,Menos de un año,NA,"Ciencia, Tecnología y Producción",1,Uso de recursos educativos,1,Computadora portátil,1,0,NA,Por cuenta propia,Sí,No,No,Sí
Sí,Masculino,45,Oruro,Oruro,BOLIVIA DE VINTO SECUNDARIA,0,0,1,0,0,0,,10,Más de un año,3,"Ciencia, Tecnología y Producción",0,,1,Computadora de escritorio,1,1,1,Dotada por el ministerio,Sí,Sí,Sí,Sí
Sí,Masculino,50,Oruro,Oruro,LA SALLE TARDE,1,0,0,1,0,0,,33,Más de un año,20,Comunidad y Sociedad,0,,1,Computadora de escritorio,2,0,NA,Dotada por el ministerio,Sí,Sí,No,Sí
Sí,Femenino,35,La Paz,El Alto,COSMOS 79 MAÑANA,1,0,1,0,0,0,,12,Más de un año,10,"Vida, Tierra y Territorio",1,Unefco en el área de química ,1,Computadora portátil,2,1,2,Dotada por el ministerio,Sí,Sí,No,Sí
Sí,Femenino,45,La Paz,El Alto,SIMON BOLIVAR TARDE,0,0,1,1,0,0,,19,Más de un año,4,Comunidad y Sociedad,1,Uso de TICs ,1,Computadora portátil,2,1,1,Dotada por el ministerio,Sí,Sí,No,Sí
Sí,Femenino,48,La Paz,El Alto,SAN MARTIN DE PORRES MAÑANA,0,0,1,0,0,0,,16,Más de un año,14,Comunidad y Sociedad,0,,1,Computadora portátil,1,0,NA,Dotada por el ministerio,No,Sí,No,Sí
Sí,Femenino,50,La Paz,La Paz,FELIPE SEGUNDO GUZMÁN,1,0,1,0,0,0,,27,Más de un año,4,Comunidad y Sociedad,0,,1,Computadora portátil,1,0,NA,Dotada por el ministerio,Sí,Sí,No,Sí
Sí,Femenino,54,Oruro,Oruro,PANTALEON DALENCE 1,1,0,1,0,0,0,,28,Más de un año,8,"Ciencia, Tecnología y Producción",1,Manejo de las TICs,1,Computadora portátil,1,0,NA,Dotada por el ministerio,Sí,Sí,Sí,Sí
Sí,Femenino,35,Oruro,Oruro,JUANA AZURDUY DE PADILLA SECUNDARIA,1,0,1,1,0,0,,5,Más de un año,2,Comunidad y Sociedad,1,Uso de las TICS,1,Computadora portátil,1,0,NA,Por cuenta propia,No,Sí,Sí,Sí
Sí,Femenino,39,La Paz,La Paz,FELIPE SEGUNDO GUZMÁN,1,0,1,0,0,0,Diplomante,8,Más de un año,4,Comunidad y Sociedad,1,Diplomado en Nuevas tecnologías en Educación UNIFRANZ,1,Computadora portátil,1,1,1,Por cuenta propia,Sí,Sí,No,Sí
Sí,Femenino,35,La Paz,La Paz,MARIEN GARTEN C,1,0,1,0,0,0,Diplomados,14,Más de un año,11,Comunidad y Sociedad,1,N Tics,1,Computadora portátil,1,0,NA,Dotada por el ministerio,Sí,Sí,Sí,Sí
Sí,Femenino,61,La Paz,La Paz,HERNANDO SILES REYES,1,0,1,1,0,0,,34,Más de un año,11,Comunidad y Sociedad,1,Capacitación en elaboración de programas educativos,1,Computadora portátil,2,1,1,Dotada por el ministerio,Sí,Sí,Sí,Sí
Sí,Femenino,39,Tarija,Tarija,TERESA DE CALCUTA Mañana,1,0,1,0,0,0,,30,Más de un año,2,Comunidad y Sociedad,1,uso de Kuaas,1,Computadora portátil,1,1,1,Dotada por el ministerio,Sí,Sí,Sí,Sí
Sí,Femenino,31,La Paz,La Paz,FUERZAS ARMADAS DE LA NACION B,0,0,0,1,0,0,,6,Menos de un año,NA,"Vida, Tierra y Territorio",0,,1,Computadora portátil,1,0,NA,Dotada por el ministerio,No,Sí,No,Sí
Sí,Masculino,39,Beni,Trinidad,NICOLAS SUAREZ Mañana,1,0,1,0,0,0,,20,Más de un año,20,Cosmos y Pensamiento,1,Inclusión Digital ,1,Computadora de escritorio,2,1,1,Por cuenta propia,Sí,Sí,Sí,Sí
Sí,Femenino,35,Beni,Trinidad,NICOLAS SUAREZ Mañana,1,0,1,1,0,0,,8,Más de un año,3,"Vida, Tierra y Territorio",1,Uso y manejo de las tics,1,Computadora portátil,2,0,NA,Por cuenta propia,Sí,Sí,Sí,Sí
Sí,Femenino,65,Oruro,Oruro,JUAN MISAEL SARACHO SECUNDARIA,1,0,1,1,0,0,,34,Más de un año,30,Comunidad y Sociedad,1,Cómo manejar los KUAAs,1,Computadora portátil,3,1,1,Otro,Sí,Sí,No,Sí
Sí,Masculino,60,Oruro,Machacamarca,PEDRO DOMINGO MURILLO 2,0,0,1,0,0,0,,33,Más de un año,5,Comunidad y Sociedad,1,manejo en equipos kuua,1,Computadora portátil,1,0,NA,Dotada por el ministerio,Sí,Sí,Sí,Sí
Sí,Femenino,53,La Paz,La Paz,CRISTIANO VIDA NUEVA,1,0,1,0,0,0,,20,Más de un año,3,"Vida, Tierra y Territorio",1,Uso de paquetes,1,Computadora portátil,1,0,NA,Dotada por el ministerio,Sí,Sí,Sí,Sí
Sí,Masculino,67,La Paz,La Paz,NATALIA PALACIOS,1,0,0,0,0,0,,35,Más de un año,20,Comunidad y Sociedad,1,Talleres del ministerio,1,Computadora de escritorio,1,0,NA,Por cuenta propia,Sí,Sí,No,No
Sí,Femenino,47,Oruro,Oruro,JESUS DE NAZARETH,1,0,0,0,0,0,,22,Más de un año,20,"Vida, Tierra y Territorio",0,,1,Computadora portátil,1,1,1,Dotada por el ministerio,Sí,Sí,No,Sí
Sí,Masculino,40,Cochabamba,Sacaba,JOSE LEONCIO CAPRILES,1,0,0,0,0,0,,20,Menos de un año,NA,"Vida, Tierra y Territorio",1,inclusion digital,1,Computadora portátil,1,0,NA,Dotada por el ministerio,Sí,Sí,Sí,Sí
Sí,Femenino,35,La Paz,La Paz,ABRAHAM REYES FE Y ALEGRIA,0,0,1,0,0,0,,8,Más de un año,5,Comunidad y Sociedad,1,uso de pisos tecnologicos,1,Computadora portátil,2,0,NA,Dotada por el ministerio,Sí,No,No,Sí
Sí,Masculino,29,Beni,Trinidad,MARIO SAELLY Mañana,1,0,1,0,0,0,,5,Más de un año,3,"Vida, Tierra y Territorio",0,,1,Computadora portátil,1,1,1,Por cuenta propia,Sí,Sí,Sí,Sí
Sí,Masculino,59,Oruro,Machacamarca,PEDRO DOMINGO MURILLO 2,0,0,1,0,0,0,,30,Más de un año,18,Comunidad y Sociedad,1,Unefco,1,Computadora portátil,1,0,NA,Dotada por el ministerio,Sí,Sí,Sí,Sí
Sí,Masculino,51,La Paz,El Alto,SIMON BOLIVAR TARDE,0,0,1,0,0,0,,20,Más de un año,14,Cosmos y Pensamiento,1,Uso y manejo de las Tics.,1,Computadora portátil,1,1,2,Dotada por el ministerio,Sí,Sí,No,Sí
Sí,Masculino,43,La Paz,La Paz,ANTONIO DIAZ VILLAMIL A,1,0,0,0,0,0,,3,Más de un año,1,"Ciencia, Tecnología y Producción",0,,1,Computadora portátil,1,0,NA,Dotada por el ministerio,No,Sí,Sí,Sí
Sí,Masculino,40,La Paz,La Paz,ANTONIO DIAZ VILLAMIL A,1,0,0,0,0,0,,6,Más de un año,3,Comunidad y Sociedad,0,,1,Computadora portátil,1,0,NA,Dotada por el ministerio,No,Sí,No,No
Sí,Femenino,58,Tarija,Tarija,AVELINA RAÑA 2 Mañana,1,0,1,0,0,0,,26,Más de un año,20,Comunidad y Sociedad,1,Class rum de la alcaldia,1,Computadora portátil,1,0,NA,Dotada por el ministerio,Sí,Sí,Sí,Sí
Sí,Femenino,57,La Paz,La Paz,ANTONIO DIAZ VILLAMIL A,1,0,0,0,0,0,,22,Más de un año,4,"Ciencia, Tecnología y Producción",1,inclusion digital,1,Computadora portátil,2,0,NA,Dotada por el ministerio,No,Sí,No,No
Sí,Masculino,40,La Paz,La Paz,25 DE MAYO,0,1,0,0,0,0,,17,Menos de un año,NA,"Vida, Tierra y Territorio",1,Tecnologías de la información y comunicación para la creación de cursos didacticos,1,Computadora portátil,1,1,3,Por cuenta propia,Sí,Sí,No,Sí
Sí,Femenino,58,La Paz,La Paz,BOLIVIA IV,1,0,1,1,0,0,,30,Más de un año,3,Comunidad y Sociedad,1,Socialización uso de computadoras,1,Computadora de escritorio,2,0,NA,Por cuenta propia,Sí,No,No,Sí
Sí,Masculino,57,Oruro,Machacamarca,PEDRO DOMINGO MURILLO 2,1,0,0,0,0,0,,25,Más de un año,12,Cosmos y Pensamiento,1,Unefco,1,Computadora portátil,1,0,NA,Dotada por el ministerio,Sí,Sí,Sí,Sí
Sí,Masculino,45,La Paz,La Paz,ANTONIO DIAZ VILLAMIL A,1,0,1,1,0,0,,15,Más de un año,2,Comunidad y Sociedad,0,,1,Computadora de escritorio,2,0,NA,Por cuenta propia,Sí,Sí,No,Sí
Sí,Femenino,55,La Paz,La Paz,NATALIA PALACIOS,1,0,0,0,0,0,,40,Más de un año,39,Comunidad y Sociedad,1,Virtual,1,Computadora portátil,1,0,NA,Dotada por el ministerio,Sí,Sí,No,No
Sí,Femenino,49,La Paz,La Paz,SAN SIMON DE AYACUCHO A,0,0,1,0,0,0,,27,Más de un año,13,Cosmos y Pensamiento,1,Programa digital de inclusión,1,Computadora portátil,1,0,NA,Dotada por el ministerio,No,Sí,No,Sí
Sí,Masculino,46,La Paz,La Paz,ANTONIO DIAZ VILLAMIL A,1,0,0,0,0,0,,7,Más de un año,3,Cosmos y Pensamiento,0,,1,Computadora portátil,1,0,NA,Dotada por el ministerio,No,Sí,No,No
Sí,Femenino,35,La Paz,La Paz,ANTONIO DIAZ VILLAMIL A,1,0,0,0,0,0,,7,Más de un año,2,Comunidad y Sociedad,0,,1,Computadora portátil,1,0,NA,Dotada por el ministerio,No,Sí,No,No
Sí,Masculino,59,Oruro,Machacamarca,PEDRO DOMINGO MURILLO 2,1,0,0,0,0,0,,32,Más de un año,20,Comunidad y Sociedad,0,,1,Computadora portátil,1,0,NA,Dotada por el ministerio,No,Sí,Sí,Sí
Sí,Femenino,38,La Paz,La Paz,NATALIA PALACIOS,1,0,0,0,0,0,,6,Más de un año,3,Comunidad y Sociedad,1,Tic,1,Computadora portátil,1,0,NA,Dotada por el ministerio,Sí,Sí,No,Sí
Sí,Masculino,50,La Paz,La Paz,ANTONIO DIAZ VILLAMIL A,1,0,1,0,0,0,,12,Menos de un año,NA,Cosmos y Pensamiento,0,,1,Computadora portátil,1,0,NA,Dotada por el ministerio,No,No,No,No
Sí,Masculino,39,La Paz,La Paz,FELIPE SEGUNDO GUZMÁN,1,0,1,0,1,0,,15,Más de un año,12,Comunidad y Sociedad,1,Tics en educación ,1,Computadora portátil,1,1,1,Por cuenta propia,Sí,Sí,No,Sí
Sí,Masculino,57,La Paz,La Paz,ANTONIO DIAZ VILLAMIL A,1,0,1,1,0,0,,15,Más de un año,5,Comunidad y Sociedad,1,inclusion digital,1,Computadora portátil,2,0,NA,Por cuenta propia,Sí,No,No,Sí
No,Femenino,60,La Paz,La Paz,ISAAC MALDONADO REQUE,1,0,0,0,0,0,,27,Más de un año,24,Comunidad y Sociedad,1,Quinto,1,Computadora portátil,1,0,NA,Dotada por el ministerio,No,Sí,No,No
Sí,Masculino,39,La Paz,La Paz,ANTONIO DIAZ VILLAMIL A,1,0,1,0,0,0,,5,Más de un año,1,Comunidad y Sociedad,0,,1,Computadora portátil,1,0,NA,Dotada por el ministerio,No,Sí,No,No
Sí,Femenino,38,La Paz,La Paz,25 DE MAYO,0,0,0,1,0,0,,17,Más de un año,2,Comunidad y Sociedad,1,Gestión de aula a través de TICS,1,Computadora portátil,2,1,1,Dotada por el ministerio,Sí,Sí,No,Sí
Sí,Femenino,51,Oruro,Oruro,JUAN MISAEL SARACHO SECUNDARIA,1,0,0,0,1,0,,23,Más de un año,9,Cosmos y Pensamiento,0,,1,Computadora portátil,1,0,NA,Dotada por el ministerio,Sí,Sí,No,Sí
Sí,Femenino,45,La Paz,La Paz,ANTONIO DIAZ VILLAMIL A,1,0,0,0,0,0,,6,Más de un año,3,"Vida, Tierra y Territorio",0,,1,Computadora portátil,1,0,NA,Dotada por el ministerio,No,No,No,No
Sí,Femenino,41,La Paz,La Paz,ANTONIO DIAZ VILLAMIL A,1,0,0,0,0,0,,9,Más de un año,4,Comunidad y Sociedad,0,,1,Computadora portátil,1,0,NA,Dotada por el ministerio,No,No,No,No
Sí,Masculino,51,La Paz,La Paz,ANTONIO DIAZ VILLAMIL A,1,0,1,1,0,0,,14,Más de un año,3,"Vida, Tierra y Territorio",1,PROFOCOM,1,Computadora de escritorio,1,0,NA,Dotada por el ministerio,Sí,Sí,No,No
Sí,Masculino,49,La Paz,La Paz,ANTONIO DIAZ VILLAMIL A,1,0,1,0,0,0,,10,Más de un año,2,Comunidad y Sociedad,1,universidad salesiana de bolivia,1,Computadora de escritorio,2,0,NA,Por cuenta propia,Sí,Sí,No,Sí
Sí,Femenino,56,Oruro,Machacamarca,PEDRO DOMINGO MURILLO 2,0,0,1,0,0,0,,16,Más de un año,9,"Ciencia, Tecnología y Producción",0,,1,Computadora portátil,1,0,NA,Dotada por el ministerio,Sí,Sí,Sí,Sí
Sí,Femenino,39,Tarija,Tarija,TERESA DE CALCUTA Mañana,1,0,1,0,0,0,,20,Más de un año,10,"Vida, Tierra y Territorio",1,Manejo de TIC,1,Computadora portátil,2,0,NA,Dotada por el ministerio,Sí,Sí,Sí,Sí
Sí,Masculino,58,Beni,Trinidad,SAN ANTONIO Mañana,1,0,0,0,0,0,,23,Más de un año,15,Comunidad y Sociedad,1,Inclusión digital,1,Computadora portátil,2,0,NA,Dotada por el ministerio,Sí,Sí,Sí,Sí
Sí,Femenino,41,Tarija,Tarija,AVELINA RAÑA 2 Mañana,1,0,1,0,0,0,,17,Más de un año,8,"Vida, Tierra y Territorio",1,,1,Computadora portátil,2,1,1,Dotada por el ministerio,Sí,Sí,No,Sí
Sí,Masculino,50,La Paz,La Paz,ANTONIO DIAZ VILLAMIL A,1,0,0,0,0,0,,12,Más de un año,7,Comunidad y Sociedad,0,,1,Computadora portátil,1,0,NA,Dotada por el ministerio,No,Sí,No,No
Sí,Femenino,49,La Paz,La Paz,ANTONIO DIAZ VILLAMIL A,1,0,1,0,0,0,,8,Más de un año,3,"Vida, Tierra y Territorio",0,,1,Computadora portátil,1,0,NA,Dotada por el ministerio,Sí,Sí,No,No
Sí,Femenino,45,La Paz,El Alto,HUAYNA POTOSI MAÑANA,1,1,1,0,0,0,,11,Más de un año,9,"Ciencia, Tecnología y Producción",1,QUIPUS,1,Computadora de escritorio,3,1,1,Por cuenta propia,Sí,Sí,No,Sí
Sí,Masculino,62,Beni,Trinidad,ADHEMAR BRAVO MONASTERIO Mañana,1,0,0,0,0,0,,37,Más de un año,23,Comunidad y Sociedad,0,,0,,NA,0,NA,Dotada por el ministerio,Sí,Sí,No,Sí
Sí,Masculino,40,Tarija,Tarija,SAN JERONIMO 2 Tarde,1,0,0,0,0,0,,15,Menos de un año,NA,Cosmos y Pensamiento,1,,1,Computadora portátil,1,0,NA,Dotada por el ministerio,Sí,Sí,Sí,Sí
Sí,Femenino,46,La Paz,La Paz,ANTONIO DIAZ VILLAMIL A,1,0,1,1,0,0,,12,Más de un año,3,Comunidad y Sociedad,1,actualizacion a nuevas tecnologias de aprendizaje y pedagogia - minedu,1,Computadora de escritorio,1,0,NA,Por cuenta propia,Sí,No,No,No
Sí,Masculino,42,Tarija,Tarija,AVELINA RAÑA 2 Mañana,1,0,1,0,0,0,,15,Más de un año,5,Comunidad y Sociedad,1,cass rum,1,Computadora portátil,1,0,NA,Dotada por el ministerio,Sí,Sí,Sí,Sí
Sí,Femenino,55,Tarija,Tarija,AVELINA RAÑA 2 Mañana,1,0,1,0,0,0,,34,Más de un año,1,"Ciencia, Tecnología y Producción",1,de la alcaldia,1,Computadora portátil,1,0,NA,Dotada por el ministerio,Sí,Sí,Sí,Sí
Sí,Femenino,50,Tarija,Tarija,AVELINA RAÑA 2 Mañana,1,0,1,0,0,0,,25,Más de un año,9,Comunidad y Sociedad,1,De la Alcaldía,1,Computadora portátil,1,0,NA,Dotada por el ministerio,Sí,Sí,No,Sí
Sí,Femenino,46,La Paz,La Paz,ANTONIO DIAZ VILLAMIL A,1,0,0,0,0,0,,9,Más de un año,4,Comunidad y Sociedad,0,,1,Computadora portátil,1,0,NA,Dotada por el ministerio,Sí,Sí,No,No
Sí,Femenino,43,La Paz,La Paz,ANTONIO DIAZ VILLAMIL A,1,0,0,0,0,0,,8,Más de un año,3,"Vida, Tierra y Territorio",0,,1,Computadora portátil,1,0,NA,Dotada por el ministerio,No,Sí,No,No
Sí,Femenino,45,La Paz,La Paz,SAN SIMON DE AYACUCHO A,1,0,1,0,0,0,,19,Más de un año,9,Comunidad y Sociedad,1,Agetic,1,Computadora de escritorio,2,0,NA,Otro,No,Sí,Sí,Sí
Sí,Masculino,62,Oruro,Machacamarca,PEDRO DOMINGO MURILLO 2,0,0,1,0,0,0,,23,Más de un año,20,Comunidad y Sociedad,1,Unefco,1,Computadora portátil,1,1,1,Dotada por el ministerio,Sí,Sí,Sí,Sí
Sí,Masculino,48,Oruro,Oruro,JUAN MISAEL SARACHO SECUNDARIA,1,0,1,0,0,0,,20,Más de un año,18,Comunidad y Sociedad,1,Capacitación en el USO de software libre ,1,Computadora de escritorio,3,1,1,Por cuenta propia,Sí,Sí,Sí,Sí
Sí,Femenino,57,Oruro,Machacamarca,PEDRO DOMINGO MURILLO 2,0,0,1,0,0,0,,32,Más de un año,26,"Ciencia, Tecnología y Producción",0,,1,Computadora portátil,1,1,1,Dotada por el ministerio,No,Sí,Sí,Sí
Sí,Masculino,70,La Paz,La Paz,SAN SIMON DE AYACUCHO A,1,0,1,0,0,0,,35,Más de un año,20,"Ciencia, Tecnología y Producción",1,Proyecto Jala,1,Computadora portátil,1,0,NA,Dotada por el ministerio,No,Sí,No,No
Sí,Femenino,29,Beni,Trinidad,ADHEMAR BRAVO MONASTERIO Mañana,1,0,1,0,0,0,,7,Más de un año,2,Comunidad y Sociedad,1,Computacion,1,Computadora portátil,1,0,NA,Por cuenta propia,Sí,Sí,No,Sí
Sí,Femenino,35,La Paz,La Paz,ENRIQUE LINDEMANN B,0,0,1,0,0,0,,19,Más de un año,12,"Vida, Tierra y Territorio",1,Diplomado virtual de física ,1,Computadora portátil,6,1,1,Por cuenta propia,Sí,Sí,No,Sí
Sí,Masculino,37,La Paz,La Paz,ISAAC MALDONADO REQUE,1,0,1,1,0,0,,8,Más de un año,4,"Vida, Tierra y Territorio",1,uso de programas de química,1,Computadora portátil,1,0,NA,Dotada por el ministerio,No,Sí,No,Sí
Sí,Femenino,35,La Paz,El Alto,JESUS MARIA FE Y ALEGRIA,0,0,1,0,0,0,,11,Más de un año,8,"Vida, Tierra y Territorio",1,Herramientas de autor ,1,Computadora de escritorio,3,1,1,Por cuenta propia,Sí,Sí,No,Sí
Sí,Femenino,64,La Paz,La Paz,FUERZAS ARMADAS DE LA NACION B,1,0,1,0,0,0,,29,Más de un año,22,Comunidad y Sociedad,1,inclusión digital : inskcape .... Gymp...,1,Computadora portátil,1,0,NA,Dotada por el ministerio,Sí,Sí,No,Sí
Sí,Masculino,67,La Paz,La Paz,SAN SIMON DE AYACUCHO A,0,0,1,0,0,0,,35,Más de un año,16,Comunidad y Sociedad,1,Programa de inclusión digital,1,Computadora portátil,2,0,NA,Por cuenta propia,Sí,Sí,No,Sí
Sí,Femenino,45,La Paz,La Paz,SAN SIMON DE AYACUCHO A,0,0,1,0,0,0,,12,Más de un año,5,Comunidad y Sociedad,1,Programa de inclusión digital ,1,Computadora de escritorio,3,0,NA,Por cuenta propia,No,Sí,No,Sí
Sí,Femenino,31,La Paz,La Paz,FELIPE SEGUNDO GUZMÁN,0,0,1,0,0,0,,8,Más de un año,3,Comunidad y Sociedad,1,Herramientas tecnologicas,1,Computadora portátil,2,0,NA,Dotada por el ministerio,Sí,Sí,No,Sí
Sí,Masculino,25,La Paz,El Alto,LOS ANDES MAÑANA,0,0,1,0,0,0,,1,Menos de un año,NA,Comunidad y Sociedad,0,,1,Computadora de escritorio,1,0,NA,Por cuenta propia,No,Sí,No,No
Sí,Femenino,41,La Paz,La Paz,ENRIQUE LINDEMANN B,1,0,0,0,0,0,,10,Más de un año,4,Cosmos y Pensamiento,0,,1,Computadora portátil,2,0,NA,Otro,Sí,Sí,No,Sí
Sí,Femenino,45,La Paz,La Paz,ENRIQUE LINDEMANN B,1,0,0,0,0,0,,8,Más de un año,3,Cosmos y Pensamiento,0,,1,Computadora portátil,2,0,NA,Dotada por el ministerio,No,Sí,No,Sí
No,Masculino,29,La Paz,El Alto,VILLA ALEMANIA,0,0,1,0,0,0,,4,Menos de un año,NA,Comunidad y Sociedad,0,,1,Computadora de escritorio,1,0,NA,Dotada por el ministerio,No,Sí,No,Sí
Sí,Masculino,37,La Paz,La Paz,25 DE MAYO,1,0,1,1,0,0,,13,Más de un año,2,Comunidad y Sociedad,1,Interactuando en el aula a traves de las TIC,1,Computadora portátil,3,1,1,Por cuenta propia,Sí,Sí,No,Sí
Sí,Masculino,52,Beni,Trinidad,HORACIO RIVERO EGUEZ Tarde,1,0,1,1,0,0,,20,Más de un año,4,Comunidad y Sociedad,1,Tic,1,Computadora portátil,1,0,NA,Por cuenta propia,No,Sí,No,Sí
Sí,Femenino,49,La Paz,La Paz,ENRIQUE LINDEMANN B,0,0,1,0,0,0,,20,Menos de un año,NA,"Vida, Tierra y Territorio",0,,1,Computadora portátil,1,1,1,Dotada por el ministerio,Sí,Sí,No,Sí
Sí,Femenino,46,La Paz,La Paz,SAN SIMON DE AYACUCHO A,1,0,1,0,0,0,,21,Más de un año,2,Comunidad y Sociedad,1,Inclusión Digital,1,Computadora portátil,2,1,1,Por cuenta propia,Sí,Sí,No,Sí
No,Femenino,34,La Paz,El Alto,ATIPIRIS MAÑANA,1,0,0,0,0,0,,3,Menos de un año,NA,"Ciencia, Tecnología y Producción",0,,1,Computadora de escritorio,2,1,1,Por cuenta propia,No,No,No,No
Sí,Masculino,49,La Paz,La Paz,SIMON RODRIGUEZ CARREÑO,1,0,0,0,0,0,,15,Más de un año,4,Comunidad y Sociedad,0,,1,Computadora portátil,2,0,NA,Por cuenta propia,Sí,Sí,No,Sí
Sí,Femenino,40,La Paz,El Alto,SAN MARTIN DE PORRES MAÑANA,1,0,1,1,0,0,,12,Más de un año,5,Comunidad y Sociedad,1,Uso de las tics en el aula,1,Computadora portátil,2,1,1,Dotada por el ministerio,Sí,Sí,No,Sí
Sí,Femenino,40,La Paz,La Paz,25 DE MAYO,1,0,1,0,0,0,,15,Más de un año,3,"Ciencia, Tecnología y Producción",1,Interactuando en las aulas a través de las TIC,1,Computadora portátil,1,0,NA,Dotada por el ministerio,No,Sí,No,Sí
Sí,Femenino,31,Santa Cruz,Santa Cruz de la Sierra,LA SALLE TARDE,1,0,1,0,0,0,,10,Más de un año,6,Comunidad y Sociedad,1,uso de TIC's mapas mentales,1,Computadora portátil,1,0,NA,Dotada por el ministerio,Sí,Sí,Sí,Sí
Sí,Masculino,40,La Paz,El Alto,DR. CARLOS MONTENEGRO,0,0,1,0,0,0,,17,Más de un año,3,Cosmos y Pensamiento,1,Inclusión digital,1,Computadora portátil,4,0,NA,Por cuenta propia,Sí,Sí,Sí,Sí
Sí,Femenino,43,La Paz,La Paz,MARIEN GARTEN C,1,0,1,0,0,0,2 diplomados,19,Más de un año,2,"Vida, Tierra y Territorio",1,Uso de software libre,0,,NA,0,NA,Dotada por el ministerio,No,Sí,No,Sí
Sí,Masculino,33,La Paz,El Alto,DR. CARLOS MONTENEGRO,0,0,1,0,0,0,,8,Más de un año,3,Comunidad y Sociedad,1,Inclusion Digital,1,Computadora portátil,2,1,2,Por cuenta propia,Sí,Sí,Sí,Sí
Sí,Masculino,27,La Paz,El Alto,31 DE OCTUBRE B,0,0,1,0,0,0,,4,Menos de un año,NA,"Ciencia, Tecnología y Producción",0,,0,,NA,0,NA,Por cuenta propia,Sí,No,No,No
Sí,Masculino,43,Santa Cruz,Santa Cruz de la Sierra,LA SALLE TARDE,1,0,0,0,0,0,,14,Más de un año,12,Cosmos y Pensamiento,1,Inclusion Digital,1,Computadora portátil,1,0,NA,Dotada por el ministerio,Sí,Sí,Sí,Sí
Sí,Femenino,64,Tarija,Tarija,HUMBERTO PORTOCARRERO 2 Tarde,1,0,1,0,0,0,,39,Menos de un año,NA,"Ciencia, Tecnología y Producción",1,introducción de la nuevas tecnologías en el aula ,1,Computadora portátil,1,0,NA,Por cuenta propia,Sí,Sí,No,Sí
Sí,Femenino,50,La Paz,La Paz,IGNACIO CALDERON FE Y ALEGRIA II,0,0,0,0,1,0,,27,Más de un año,12,Cosmos y Pensamiento,0,,1,Computadora portátil,1,0,NA,Dotada por el ministerio,No,Sí,No,No
Sí,Masculino,35,La Paz,El Alto,SAN MARTIN DE PORRES MAÑANA,1,0,1,0,0,0,,12,Más de un año,6,"Vida, Tierra y Territorio",1,TIC,1,Computadora portátil,1,1,1,Dotada por el ministerio,Sí,Sí,No,Sí
Sí,Femenino,54,La Paz,La Paz,FELIPE SEGUNDO GUZMÁN,1,1,1,0,0,0,,20,Más de un año,6,"Vida, Tierra y Territorio",1,En Entrega de qipus,1,Computadora portátil,1,0,NA,Dotada por el ministerio,No,Sí,No,Sí
Sí,Femenino,42,Beni,Trinidad,HORACIO RIVERO EGUEZ Tarde,1,0,0,1,0,0,,8,Más de un año,4,Comunidad y Sociedad,1,Inclusión digital,1,Computadora portátil,1,0,NA,Dotada por el ministerio,Sí,Sí,No,Sí
Sí,Masculino,51,Santa Cruz,Santa Cruz de la Sierra,MODULO EDUCATIVO EL FUERTE A,1,1,0,0,0,0,,20,Más de un año,10,"Ciencia, Tecnología y Producción",1,soy tenico en sistemas,1,Computadora portátil,1,0,NA,Dotada por el ministerio,Sí,Sí,No,Sí
